;unit;sex;age;geo_niv_0;geo_niv_1;geo_niv_2;region;icd10_niv_0;icd10_niv_1;icd10_niv_2;icd10_niv_3;maladies;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998;1997;1996;1995;1994
126929;RT;M;TOTAL;#N/A;#N/A;FR91;#N/A;A-R_V-Y;A_U;A_B;A15-A19_B90;Tuberculose;: ;: ;: ;: ;1.93;1;: ;0.5;1.9;: ;1;0.5;0.5;2.9;0.5;: ;: ;: ;: ;: ;: ;:
126930;RT;M;TOTAL;#N/A;#N/A;FR92;#N/A;A-R_V-Y;A_U;A_B;A15-A19_B90;Tuberculose;: ;: ;: ;1.12;0.56;: ;0.5;0.5;: ;1.1;1.1;0.5;1.1;: ;0.5;: ;: ;: ;: ;: ;: ;:
126931;RT;M;TOTAL;#N/A;#N/A;FR93;#N/A;A-R_V-Y;A_U;A_B;A15-A19_B90;Tuberculose;: ;: ;: ;: ;0.84;1.7;1.8;0.9;0.9;: ;: ;1;2.1;2.2;1.2;: ;: ;: ;: ;: ;: ;:
126932;RT;M;TOTAL;#N/A;#N/A;FR94;#N/A;A-R_V-Y;A_U;A_B;A15-A19_B90;Tuberculose;: ;: ;: ;0.49;1.24;1.3;: ;0.8;0.5;2.1;1.1;0.8;1.4;2.2;0.6;: ;: ;: ;: ;: ;: ;:
128044;RT;M;TOTAL;FR;FR1;FR10;ile de France;A-R_V-Y;A_U;A_B;A_B_OTH;Autres certaines maladies infectieuses et parasitaires (partie restante de A00-B99);9.84;9.22;9.66;10.75;10.77;9.8;10.4;9.8;10.1;9.6;9.7;8.4;10.8;8.9;9.7;10.3;6.8;6.2;8.1;8.5;8.4;7.8
128045;RT;M;TOTAL;FR;FR2;FR21;Champagne-Ardenne (NUTS 2013);A-R_V-Y;A_U;A_B;A_B_OTH;Autres certaines maladies infectieuses et parasitaires (partie restante de A00-B99);17.63;17.48;15.8;16.26;16.42;16.7;13.4;12.6;13.6;13.3;14.9;10.6;15.5;13.7;11;11.6;9.9;9.4;10.2;10.7;10.7;11
128046;RT;M;TOTAL;FR;FR2;FR22;Picardie (NUTS 2013);A-R_V-Y;A_U;A_B;A_B_OTH;Autres certaines maladies infectieuses et parasitaires (partie restante de A00-B99);16;14.84;16.16;18.42;16.95;17;18;16.7;15.4;13.6;14.3;14;15.4;15.1;13.5;15;9.4;7.4;7.9;9.2;11.4;8.9
128047;RT;M;TOTAL;FR;FR2;FR23;Haute-Normandie (NUTS 2013);A-R_V-Y;A_U;A_B;A_B_OTH;Autres certaines maladies infectieuses et parasitaires (partie restante de A00-B99);11.77;11.58;11.63;12.21;13.81;12.9;13.9;13.9;9.7;13.7;11.1;9.1;11.5;9.7;10.4;8.2;7.8;8.2;8;8.9;8.1;8.8
128048;RT;M;TOTAL;FR;FR2;FR24;Centre (FR) (NUTS 2013);A-R_V-Y;A_U;A_B;A_B_OTH;Autres certaines maladies infectieuses et parasitaires (partie restante de A00-B99);15.15;16.37;15.84;16.12;15.44;16.4;14.6;14.1;14.1;12.6;13.9;13.2;14.7;13.4;11.2;12.6;9;9.2;10.8;11.6;11.2;9.3
128049;RT;M;TOTAL;FR;FR2;FR25;Basse-Normandie (NUTS 2013);A-R_V-Y;A_U;A_B;A_B_OTH;Autres certaines maladies infectieuses et parasitaires (partie restante de A00-B99);15.61;12.96;15.22;15.79;15.24;14.7;14.2;15.5;13.3;12.5;12.2;12.8;13.6;14.3;12.1;12.7;8.7;7.7;9.1;11.8;10.9;10.8
128050;RT;M;TOTAL;FR;FR2;FR26;Bourgogne (NUTS 2013);A-R_V-Y;A_U;A_B;A_B_OTH;Autres certaines maladies infectieuses et parasitaires (partie restante de A00-B99);22.74;19.59;19.88;22.51;20.74;19.7;20.1;18.6;19.1;16.2;13.6;16.4;17.9;14.9;13.9;16.7;9.2;13.3;12.2;11.5;9.4;11.4
128051;RT;M;TOTAL;FR;FR3;FR30;Nord - Pas-de-Calais (NUTS 2013);A-R_V-Y;A_U;A_B;A_B_OTH;Autres certaines maladies infectieuses et parasitaires (partie restante de A00-B99);15.7;14;14.84;16.5;16.38;15.6;15.3;15;13.8;13.7;12.5;11.5;12;12.2;11.2;10.8;7.8;9.1;10;10.3;10.7;9.8
128052;RT;M;TOTAL;FR;FR4;FR41;Lorraine (NUTS 2013);A-R_V-Y;A_U;A_B;A_B_OTH;Autres certaines maladies infectieuses et parasitaires (partie restante de A00-B99);17.18;14.88;17.11;17.01;16.92;15.1;15.3;13.5;14.5;13.5;11.9;10.4;11.8;10.1;9.4;10.9;8.2;6.6;8;9.3;9.2;9.3
128053;RT;M;TOTAL;FR;FR4;FR42;Alsace (NUTS 2013);A-R_V-Y;A_U;A_B;A_B_OTH;Autres certaines maladies infectieuses et parasitaires (partie restante de A00-B99);14.48;12.88;12.95;14.74;15.33;15.5;14.2;11.6;12.7;12.3;11.8;11.5;13;11.8;11;10.5;7.8;5;7.4;9.6;8.6;8
128054;RT;M;TOTAL;FR;FR4;FR43;Franche-Comte (NUTS 2013);A-R_V-Y;A_U;A_B;A_B_OTH;Autres certaines maladies infectieuses et parasitaires (partie restante de A00-B99);17.95;16.57;15.21;17.82;16.8;16.6;14.8;15.2;13.5;11.3;12.6;13.5;12.9;14.2;9.5;14.6;8.4;9.8;6.7;10.2;8;9
128055;RT;M;TOTAL;FR;FR5;FR51;Pays de la Loire (NUTS 2013);A-R_V-Y;A_U;A_B;A_B_OTH;Autres certaines maladies infectieuses et parasitaires (partie restante de A00-B99);11.27;13.63;11.89;14.3;12.94;10.3;12.2;11.2;9.2;10.4;10.1;8.9;11.7;10.9;8.3;11.1;7.2;7.2;9.4;9.5;10;9
128056;RT;M;TOTAL;FR;FR5;FR52;Bretagne (NUTS 2013);A-R_V-Y;A_U;A_B;A_B_OTH;Autres certaines maladies infectieuses et parasitaires (partie restante de A00-B99);11.14;12.33;11.91;15.02;13.65;14.9;11.1;11.2;10.2;10.8;8.4;9.1;10.8;12;10.3;11.9;9.3;7.3;8.7;8.9;8.7;8.9
128057;RT;M;TOTAL;FR;FR5;FR53;Poitou-Charentes (NUTS 2013);A-R_V-Y;A_U;A_B;A_B_OTH;Autres certaines maladies infectieuses et parasitaires (partie restante de A00-B99);14.29;13.88;15.2;15.49;17.39;18.3;15;16.5;15.8;15;14.5;13.7;16.3;13.7;13.9;12.8;10.2;9.7;11.7;12;11.5;10.4
128058;RT;M;TOTAL;FR;FR6;FR61;Aquitaine (NUTS 2013);A-R_V-Y;A_U;A_B;A_B_OTH;Autres certaines maladies infectieuses et parasitaires (partie restante de A00-B99);16.49;14.96;15.26;17.33;17.48;16.7;14.2;14.7;13.8;12.1;12.4;14.2;13.3;13.1;14.1;14.8;10.3;11.5;12;12.1;13.6;10.1
128059;RT;M;TOTAL;FR;FR6;FR62;Midi-Pyrenees (NUTS 2013);A-R_V-Y;A_U;A_B;A_B_OTH;Autres certaines maladies infectieuses et parasitaires (partie restante de A00-B99);14.09;13.39;13.74;14.26;16.48;14.8;13.4;13.2;13;12.2;13;11.4;12.3;13.3;12.8;13.6;10.7;8.7;11.5;10.5;12.3;11.3
128060;RT;M;TOTAL;FR;FR6;FR63;Limousin (NUTS 2013);A-R_V-Y;A_U;A_B;A_B_OTH;Autres certaines maladies infectieuses et parasitaires (partie restante de A00-B99);21.13;20.28;16.61;23.61;22.99;18.1;18.7;17.3;14.3;20.1;16.2;12.5;13.5;17.5;13.9;22.6;14.2;18.9;18.9;15.9;18.2;12.4
128061;RT;M;TOTAL;FR;FR7;FR71;Rhone-Alpes (NUTS 2013);A-R_V-Y;A_U;A_B;A_B_OTH;Autres certaines maladies infectieuses et parasitaires (partie restante de A00-B99);12.63;11.96;12.04;14.05;13.46;13.4;14;12.3;12;11.5;10.6;11.5;12.1;12.8;11.6;11.5;7.9;8.9;9.9;9.9;9.9;9.4
128062;RT;M;TOTAL;FR;FR7;FR72;Auvergne (NUTS 2013);A-R_V-Y;A_U;A_B;A_B_OTH;Autres certaines maladies infectieuses et parasitaires (partie restante de A00-B99);17.83;18.48;18.23;21.93;22.59;18.2;18.3;17.1;14;13.1;15;14.4;14.8;17.3;13.5;11.9;11.5;11.5;9.1;11.3;14;13.3
128063;RT;M;TOTAL;FR;FR8;FR81;Languedoc-Roussillon (NUTS 2013);A-R_V-Y;A_U;A_B;A_B_OTH;Autres certaines maladies infectieuses et parasitaires (partie restante de A00-B99);15.02;11.59;12.98;16.12;16.61;14.3;13.1;13.8;12.6;11.6;13.8;13.1;13.2;11.9;13.3;13.7;11.2;9.3;11.7;8.6;10;10.9
128064;RT;M;TOTAL;FR;FR8;FR82;Provence-Alpes-Cote d'Azur (NUTS 2013);A-R_V-Y;A_U;A_B;A_B_OTH;Autres certaines maladies infectieuses et parasitaires (partie restante de A00-B99);17.98;15.06;16.22;16.07;17.53;13.9;15.5;15.8;14.4;14.2;13.3;13.7;16.7;14;13.6;14.4;10.9;10.9;12.6;11.3;12.2;12.1
128065;RT;M;TOTAL;FR;FR8;FR83;Corse (NUTS 2013);A-R_V-Y;A_U;A_B;A_B_OTH;Autres certaines maladies infectieuses et parasitaires (partie restante de A00-B99);16.88;11.98;12.71;15.42;5.18;12.4;15.3;12.1;12.9;14.5;11.3;5.7;13.1;13.4;11.3;9.2;7;9.5;6.3;11;6.3;10.3
128066;RT;M;TOTAL;#N/A;#N/A;FR91;#N/A;A-R_V-Y;A_U;A_B;A_B_OTH;Autres certaines maladies infectieuses et parasitaires (partie restante de A00-B99);: ;: ;: ;11.76;22.22;22.4;17.6;12.8;17.1;16.2;17.2;17.3;13.1;8.7;18.6;: ;: ;: ;: ;: ;: ;:
128067;RT;M;TOTAL;#N/A;#N/A;FR92;#N/A;A-R_V-Y;A_U;A_B;A_B_OTH;Autres certaines maladies infectieuses et parasitaires (partie restante de A00-B99);: ;: ;: ;15.74;18.36;28.1;19.1;15.8;13.5;15.7;19.4;22.2;16.8;21.8;12.6;: ;: ;: ;: ;: ;: ;:
128068;RT;M;TOTAL;#N/A;#N/A;FR93;#N/A;A-R_V-Y;A_U;A_B;A_B_OTH;Autres certaines maladies infectieuses et parasitaires (partie restante de A00-B99);: ;: ;: ;12.4;10.96;10.4;16;10.9;9.3;15.4;11.9;10.2;14.8;7.8;9.3;: ;: ;: ;: ;: ;: ;:
128069;RT;M;TOTAL;#N/A;#N/A;FR94;#N/A;A-R_V-Y;A_U;A_B;A_B_OTH;Autres certaines maladies infectieuses et parasitaires (partie restante de A00-B99);: ;: ;: ;9.39;7.46;9;10.1;8.6;11.8;33.7;11.9;7.2;9;10.7;12.5;: ;: ;: ;: ;: ;: ;:
128343;RT;M;TOTAL;FR;FR1;FR10;ile de France;A-R_V-Y;A_U;A_B;B15-B19_B942;Hepatite virale et sequelles d'hepatite virale;1.4;1.43;1.43;1.46;1.73;1.6;1.4;1.7;1.5;1.5;1.6;1.5;1.5;1.7;1.7;2.2;0.4;0.5;0.6;0.6;1;0.9
128344;RT;M;TOTAL;FR;FR2;FR21;Champagne-Ardenne (NUTS 2013);A-R_V-Y;A_U;A_B;B15-B19_B942;Hepatite virale et sequelles d'hepatite virale;0.92;1.38;0.61;1.38;1.23;1.1;0.8;1.4;0.8;0.9;1.5;1.2;1.8;1.4;1.4;2.1;0.9;0.2;0.3;1.1;0.9;0.9
128345;RT;M;TOTAL;FR;FR2;FR22;Picardie (NUTS 2013);A-R_V-Y;A_U;A_B;B15-B19_B942;Hepatite virale et sequelles d'hepatite virale;0.74;0.85;1.17;0.75;0.85;1;0.7;1.4;1.1;0.5;1.1;0.3;0.8;1.2;1.3;1.1;0.5;0.2;0.2;0.4;0.8;0.2
128346;RT;M;TOTAL;FR;FR2;FR23;Haute-Normandie (NUTS 2013);A-R_V-Y;A_U;A_B;B15-B19_B942;Hepatite virale et sequelles d'hepatite virale;1.44;0.45;0.89;0.67;1.35;1;0.7;0.7;1.5;1;1.6;0.8;0.9;1.5;2.1;1.6;0.1;0.1;0.7;0.7;0.3;1
128347;RT;M;TOTAL;FR;FR2;FR24;Centre (FR) (NUTS 2013);A-R_V-Y;A_U;A_B;B15-B19_B942;Hepatite virale et sequelles d'hepatite virale;0.88;0.72;0.96;0.96;1.21;1.3;1.1;1;1.1;1.2;0.7;1;1.2;1.5;1.6;1.1;0.2;0.2;0.4;0.7;0.5;0.6
128348;RT;M;TOTAL;FR;FR2;FR25;Basse-Normandie (NUTS 2013);A-R_V-Y;A_U;A_B;B15-B19_B942;Hepatite virale et sequelles d'hepatite virale;0.98;0.56;0.56;0.84;0.98;0.8;1;0.4;0.7;1;0.9;1;0.7;1.1;0.9;1.6;1;0.6;0.7;0.3;1;0.7
128349;RT;M;TOTAL;FR;FR2;FR26;Bourgogne (NUTS 2013);A-R_V-Y;A_U;A_B;B15-B19_B942;Hepatite virale et sequelles d'hepatite virale;0.63;1;0.75;1.38;1.13;0.8;0.6;1.1;1;0.8;0.8;0.8;1.4;0.5;1.1;0.9;0.8;: ;0.5;0.4;0.8;0.4
128350;RT;M;TOTAL;FR;FR3;FR30;Nord - Pas-de-Calais (NUTS 2013);A-R_V-Y;A_U;A_B;B15-B19_B942;Hepatite virale et sequelles d'hepatite virale;0.61;0.61;0.66;0.87;0.72;1;0.7;0.8;0.9;0.9;0.9;0.5;1.2;1;0.6;0.9;0.5;0.4;0.2;0.2;0.3;0.4
128351;RT;M;TOTAL;FR;FR4;FR41;Lorraine (NUTS 2013);A-R_V-Y;A_U;A_B;B15-B19_B942;Hepatite virale et sequelles d'hepatite virale;1.23;0.88;1.05;1.31;1.92;1;1.6;1.5;1.7;1.1;1.8;1.3;1.5;1.3;1.5;1.3;0.3;0.5;0.3;0.5;0.6;0.4
128352;RT;M;TOTAL;FR;FR4;FR42;Alsace (NUTS 2013);A-R_V-Y;A_U;A_B;B15-B19_B942;Hepatite virale et sequelles d'hepatite virale;0.98;0.55;0.44;1.43;0.99;0.8;1.7;1.2;1.8;1.2;1.6;1.3;1.6;0.9;1.3;1.6;0.2;0.8;0.1;0.1;0.5;0.6
128353;RT;M;TOTAL;FR;FR4;FR43;Franche-Comte (NUTS 2013);A-R_V-Y;A_U;A_B;B15-B19_B942;Hepatite virale et sequelles d'hepatite virale;1.55;: ;1.38;1.21;0.17;0.5;0.5;1;0.2;1.2;0.5;1.8;0.9;1.8;0.7;1.3;: ;0.2;0.2;0.4;: ;0.4
128354;RT;M;TOTAL;FR;FR5;FR51;Pays de la Loire (NUTS 2013);A-R_V-Y;A_U;A_B;B15-B19_B942;Hepatite virale et sequelles d'hepatite virale;0.49;0.61;0.95;0.51;0.79;0.8;0.7;1.1;0.6;0.8;1;0.8;1;1.4;0.7;1.5;0.1;0.3;0.3;0.8;0.8;0.1
128355;RT;M;TOTAL;FR;FR5;FR52;Bretagne (NUTS 2013);A-R_V-Y;A_U;A_B;B15-B19_B942;Hepatite virale et sequelles d'hepatite virale;0.68;0.63;0.32;0.7;0.51;0.5;0.8;0.8;1.1;1.4;1;0.5;0.6;1;1.3;0.8;0.2;0.1;0.4;0.1;0.3;0.6
128356;RT;M;TOTAL;FR;FR5;FR53;Poitou-Charentes (NUTS 2013);A-R_V-Y;A_U;A_B;B15-B19_B942;Hepatite virale et sequelles d'hepatite virale;0.46;0.8;1.15;0.92;0.7;0.8;0.7;1.4;1.4;1.4;0.7;0.7;1.9;2;2.5;1.2;1;0.4;0.4;0.6;0.4;1
128357;RT;M;TOTAL;FR;FR6;FR61;Aquitaine (NUTS 2013);A-R_V-Y;A_U;A_B;B15-B19_B942;Hepatite virale et sequelles d'hepatite virale;1.29;1.3;1;1.51;1.21;1.7;1.7;2.2;1.8;1.6;2.1;2.2;1.4;1.7;2.3;2.5;0.7;1;1;0.9;1.7;1.5
128358;RT;M;TOTAL;FR;FR6;FR62;Midi-Pyrenees (NUTS 2013);A-R_V-Y;A_U;A_B;B15-B19_B942;Hepatite virale et sequelles d'hepatite virale;0.41;1.03;0.9;0.77;1.34;0.7;1.1;1.6;1.5;1.6;1.6;1.7;1.5;1.6;2.7;1.9;0.5;0.8;0.6;0.7;1.4;0.7
128359;RT;M;TOTAL;FR;FR6;FR63;Limousin (NUTS 2013);A-R_V-Y;A_U;A_B;B15-B19_B942;Hepatite virale et sequelles d'hepatite virale;: ;1.13;1.69;0.28;0.84;1.4;1.4;2.8;1.1;0.8;0.9;1.1;0.9;1.4;0.6;0.6;0.3;0.6;0.6;0.3;0.6;1.4
128360;RT;M;TOTAL;FR;FR7;FR71;Rhone-Alpes (NUTS 2013);A-R_V-Y;A_U;A_B;B15-B19_B942;Hepatite virale et sequelles d'hepatite virale;0.75;0.85;0.86;0.97;0.94;0.7;1.2;0.9;1;1;1;1.2;1;1.2;1;1.3;0.2;0.3;0.3;0.6;0.6;0.6
128361;RT;M;TOTAL;FR;FR7;FR72;Auvergne (NUTS 2013);A-R_V-Y;A_U;A_B;B15-B19_B942;Hepatite virale et sequelles d'hepatite virale;0.45;0.91;0.76;1.37;0.76;1.5;1.2;1.1;0.8;0.9;1.9;0.9;0.9;2;0.9;1.7;0.2;: ;0.8;1.1;0.8;0.5
128362;RT;M;TOTAL;FR;FR8;FR81;Languedoc-Roussillon (NUTS 2013);A-R_V-Y;A_U;A_B;B15-B19_B942;Hepatite virale et sequelles d'hepatite virale;1.57;1.66;1.06;2.15;2.02;2.1;2.5;1.9;2.4;1.8;1.7;2.2;1.5;2.5;2.5;3.3;0.9;0.6;1.9;1.6;2.1;1.9
128363;RT;M;TOTAL;FR;FR8;FR82;Provence-Alpes-Cote d'Azur (NUTS 2013);A-R_V-Y;A_U;A_B;B15-B19_B942;Hepatite virale et sequelles d'hepatite virale;1.54;1.8;2.36;2.03;2.08;2.1;2.2;3.1;2.1;2.6;2.3;2;2.3;2.8;2.6;2.8;0.8;0.6;0.7;1.3;1.4;1.2
128364;RT;M;TOTAL;FR;FR8;FR83;Corse (NUTS 2013);A-R_V-Y;A_U;A_B;B15-B19_B942;Hepatite virale et sequelles d'hepatite virale;0.63;0.63;1.91;3.85;0.65;2.6;1.3;2.7;1.4;2.1;2.1;4.3;2.9;2.2;5.3;5.4;0.8;: ;0.8;: ;1.6;0.8
128365;RT;M;TOTAL;#N/A;#N/A;FR91;#N/A;A-R_V-Y;A_U;A_B;B15-B19_B942;Hepatite virale et sequelles d'hepatite virale;: ;: ;: ;0.49;0.97;: ;1;0.5;1;0.5;1.9;1;: ;1.5;0.5;: ;: ;: ;: ;: ;: ;:
128366;RT;M;TOTAL;#N/A;#N/A;FR92;#N/A;A-R_V-Y;A_U;A_B;B15-B19_B942;Hepatite virale et sequelles d'hepatite virale;: ;: ;: ;1.69;0.56;: ;: ;3.8;0.5;0.5;2.7;1.6;1.6;0.5;1.1;: ;: ;: ;: ;: ;: ;:
128367;RT;M;TOTAL;#N/A;#N/A;FR93;#N/A;A-R_V-Y;A_U;A_B;B15-B19_B942;Hepatite virale et sequelles d'hepatite virale;: ;: ;: ;0.83;0.84;: ;: ;2.7;: ;1.9;1;1;: ;1.1;1.2;: ;: ;: ;: ;: ;: ;:
128368;RT;M;TOTAL;#N/A;#N/A;FR94;#N/A;A-R_V-Y;A_U;A_B;B15-B19_B942;Hepatite virale et sequelles d'hepatite virale;: ;: ;: ;0.49;0.99;0.3;1;1;0.3;0.8;1.1;1.6;0.5;0.3;1.4;: ;: ;: ;: ;: ;: ;:
128654;RT;M;TOTAL;FR;FR1;FR10;ile de France;A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];1.49;1.56;1.62;2;1.55;2.1;2.2;2.9;3.3;4;3.8;4.9;4.9;4.2;5.5;5.5;5.1;6.2;7.9;21.5;31;33.8
128655;RT;M;TOTAL;FR;FR2;FR21;Champagne-Ardenne (NUTS 2013);A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];0.46;0.61;0.46;0.31;0.77;0.6;1.1;1.2;1.5;1.1;1.7;2.1;0.6;1.2;1.2;1.2;1.2;0.9;2.4;4.2;6.2;3.6
128656;RT;M;TOTAL;FR;FR2;FR22;Picardie (NUTS 2013);A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];0.64;0.64;1.17;0.53;0.43;0.3;1.1;0.8;0.5;1.1;0.9;1;2.5;0.4;1.2;1.9;1.9;1.5;0.8;2.9;6.7;5.5
128657;RT;M;TOTAL;FR;FR2;FR23;Haute-Normandie (NUTS 2013);A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];1.78;1.23;1.12;0.45;0.22;0.9;0.9;1.1;1.8;2.4;0.9;1.1;1.3;2.1;1.7;1.7;1.7;2.1;1.8;4.3;5.8;6.5
128658;RT;M;TOTAL;FR;FR2;FR24;Centre (FR) (NUTS 2013);A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];0.48;0.56;0.56;0.8;0.97;1.2;0.8;0.6;1.5;1.1;1;1.7;1.8;2.7;2.4;1.5;1.6;0.8;1.7;5.6;6.7;6.8
128659;RT;M;TOTAL;FR;FR2;FR25;Basse-Normandie (NUTS 2013);A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];0.7;0.42;1.12;0.56;0.28;0.8;0.6;0.8;0.4;1;1.1;1.3;0.6;1.1;1.6;0.1;0.7;0.6;1.2;3.1;7.1;7.7
128660;RT;M;TOTAL;FR;FR2;FR26;Bourgogne (NUTS 2013);A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];0.63;0.25;0.25;0.63;0.88;1;0.6;0.5;1;1;1.5;1.3;1.9;1.1;1.7;1.9;1.5;1.1;2.2;5;6.4;6
128661;RT;M;TOTAL;FR;FR3;FR30;Nord - Pas-de-Calais (NUTS 2013);A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];0.35;0.46;0.41;0.56;0.26;0.4;0.5;0.5;0.5;0.8;0.7;0.5;0.9;0.9;0.8;0.8;0.7;1;1.3;3.6;4.7;3.2
128662;RT;M;TOTAL;FR;FR4;FR41;Lorraine (NUTS 2013);A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];0.7;0.7;0.44;0.26;0.35;0.7;0.6;1;0.8;0.8;1.1;0.8;0.6;0.8;1;0.7;1;0.4;1.5;5.1;5.5;5
128663;RT;M;TOTAL;FR;FR4;FR42;Alsace (NUTS 2013);A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];0.33;0.55;0.22;0.44;0.77;0.9;0.6;0.6;1.3;1;0.6;1.5;2.2;1.4;1.3;1.6;1.3;1.1;2.3;4.3;6;6.9
128664;RT;M;TOTAL;FR;FR4;FR43;Franche-Comte (NUTS 2013);A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];0.35;0.17;0.35;0.87;0.52;0.5;0.3;: ;0.5;0.2;1.1;0.7;1.1;0.9;0.4;0.5;1.6;0.9;1.6;4;5.7;2.9
128665;RT;M;TOTAL;FR;FR5;FR51;Pays de la Loire (NUTS 2013);A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];0.49;0.55;0.73;0.62;0.57;0.7;0.5;1;0.8;1;0.9;1.1;0.8;1.7;1.2;1.6;1.6;1.4;1.4;5.8;6.4;6.8
128666;RT;M;TOTAL;FR;FR5;FR52;Bretagne (NUTS 2013);A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];0.25;0.38;0.5;0.82;0.7;0.5;0.6;1;0.6;1.3;1.4;1.1;1.2;1.7;1.5;1.9;1.8;2.2;2;4.9;6.4;6.9
128667;RT;M;TOTAL;FR;FR5;FR53;Poitou-Charentes (NUTS 2013);A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];1.03;0.92;1.27;0.92;1.04;0.7;1.1;1.5;2;1.7;1.7;1.9;1.1;3.2;2.5;1.7;1.2;2;2.6;4.2;7.3;9.8
128668;RT;M;TOTAL;FR;FR6;FR61;Aquitaine (NUTS 2013);A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];1.59;1.05;1.69;0.88;1.33;1.9;1.6;1.9;2.4;2.1;2.3;3.2;3.6;3.7;3.4;3.1;3.8;3.7;4.9;11.3;17.3;15.1
128669;RT;M;TOTAL;FR;FR6;FR62;Midi-Pyrenees (NUTS 2013);A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];0.75;0.82;0.56;0.84;0.63;0.8;1.1;1.4;1.2;1.6;1.6;1.7;1.9;1.8;2.3;1.8;1.9;1.5;2.4;7.2;10.3;13.1
128670;RT;M;TOTAL;FR;FR6;FR63;Limousin (NUTS 2013);A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];1.13;0.85;1.13;0.28;0.56;: ;1.1;0.3;0.6;0.3;2;1.4;1.1;1.7;3.2;4.1;2.6;1.7;1.2;6.4;4.3;8.4
128671;RT;M;TOTAL;FR;FR7;FR71;Rhone-Alpes (NUTS 2013);A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];0.6;0.44;0.77;0.71;0.39;0.5;1;1.2;1.2;1.3;1.6;0.9;1.5;1.8;1.2;1.6;1.4;1.8;2.9;6.8;8.2;8.5
128672;RT;M;TOTAL;FR;FR7;FR72;Auvergne (NUTS 2013);A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];0.15;0.61;0.3;0.61;0.61;0.6;0.8;1.1;1.1;1.1;1.4;0.6;1.1;1.7;1.9;0.8;1.7;2;1.9;3.6;7.5;3.3
128673;RT;M;TOTAL;FR;FR8;FR81;Languedoc-Roussillon (NUTS 2013);A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];0.97;0.83;1.67;1.07;1.63;1.3;1.6;2.9;2.8;3;3.4;3.4;3.5;3.7;3.5;5;3.2;2.6;3.9;11.8;12.1;15
128674;RT;M;TOTAL;FR;FR8;FR82;Provence-Alpes-Cote d'Azur (NUTS 2013);A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];1.33;1.51;1.85;1.35;1.7;1.7;2.5;3;3.7;4.2;4.3;5.2;4.9;6.5;5.8;5.8;5.8;5.4;6.2;19.5;27.7;27.2
128675;RT;M;TOTAL;FR;FR8;FR83;Corse (NUTS 2013);A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];0.63;1.89;3.18;1.93;2.59;0.7;2;: ;2;1.4;2.1;1.4;2.9;3;3.8;2.3;1.6;3.9;4.7;14.2;16.5;11.8
128676;RT;M;TOTAL;#N/A;#N/A;FR91;#N/A;A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];: ;: ;: ;5.39;2.42;5.2;5.7;4.8;10.5;9.5;9.1;8.7;12.1;8.7;14.2;: ;: ;: ;: ;: ;: ;:
128677;RT;M;TOTAL;#N/A;#N/A;FR92;#N/A;A-R_V-Y;A_U;A_B;B20-B24;Maladies dues au virus de l'immunodeficience humaine [VIH];: ;: ;: ;2.81;1.67;2.8;3.3;3.8;4.3;4.3;4.9;10.8;6;7.6;12.6;: ;: ;: ;: ;: ;: ;:
